id,cue,response,response_position,response_level,gender,education
135,cognition,awareness,3,2,female,high school
135,cognition,comprehension,4,2,female,high school
135,cognition,reasoning,5,2,female,high school
135,comprehension,reading,1,2,female,high school
135,comprehension,understanding,2,2,female,high school
135,comprehension,learning,3,2,female,high school
135,comprehension,awareness,4,2,female,high school
135,comprehension,clarity,5,2,female,high school
135,aptitude,insight,1,2,female,high school
135,aptitude,comprehension,2,2,female,high school
135,aptitude,predisposition,3,2,female,high school
135,aptitude,affinity,4,2,female,high school
135,aptitude,aptness,5,2,female,high school
135,logic,rationality,1,2,female,high school
135,logic,thought,2,2,female,high school
135,logic,intelligence,3,2,female,high school
135,logic,argument,4,2,female,high school
135,logic,precision,5,2,female,high school
136,acumen,intelligence,1,2,female,high school
136,acumen,insight,2,2,female,high school
136,acumen,savvy,3,2,female,high school
136,acumen,sharpness,4,2,female,high school
136,acumen,expertise,5,2,female,high school
136,sophistication,elegance,1,2,female,high school
136,sophistication,culture,2,2,female,high school
136,sophistication,refinement,3,2,female,high school
136,sophistication,poise,4,2,female,high school
136,sophistication,luxury,5,2,female,high school
136,intellect,genius,1,2,female,high school
136,intellect,education,2,2,female,high school
136,intellect,insight,3,2,female,high school
136,intellect,innovation,4,2,female,high school
136,intellect,logic,5,2,female,high school
136,bright,light,1,2,female,high school
136,bright,sun,2,2,female,high school
136,bright,intelligence,3,2,female,high school
136,bright,color,4,2,female,high school
136,bright,vivid,5,2,female,high school
136,quick-witted,clever,1,2,female,high school
136,quick-witted,sharp,2,2,female,high school
136,quick-witted,smart,3,2,female,high school
136,quick-witted,agile,4,2,female,high school
136,quick-witted,humorous,5,2,female,high school
137,expertise,practiced,1,2,female,high school
137,expertise,competence,2,2,female,high school
137,expertise,adeptness,3,2,female,high school
137,expertise,specialization,4,2,female,high school
137,expertise,distinction,5,2,female,high school
137,strategy,preparation,1,2,female,high school
137,strategy,insight,2,2,female,high school
137,strategy,foresight,3,2,female,high school
137,strategy,direction,4,2,female,high school
137,strategy,choice,5,2,female,high school
137,reflection,examination,1,2,female,high school
137,reflection,retrospection,2,2,female,high school
137,reflection,meditation,3,2,female,high school
137,reflection,concentration,4,2,female,high school
137,reflection,peace,5,2,female,high school
137,intuition,anticipation,1,2,female,high school
137,intuition,feeling,2,2,female,high school
137,intuition,inklings,3,2,female,high school
137,intuition,esp,4,2,female,high school
137,intuition,spontaneity,5,2,female,high school
137,enlightenment,illumination,1,2,female,high school
137,enlightenment,awareness,2,2,female,high school
137,enlightenment,consciousness,3,2,female,high school
137,enlightenment,self-realization,4,2,female,high school
137,enlightenment,tranquility,5,2,female,high school
138,books,characters,1,2,female,high school
138,books,plot,2,2,female,high school
138,books,series,3,2,female,high school
138,books,bookstore,4,2,female,high school
138,books,escape,5,2,female,high school
138,research,exploration,1,2,female,high school
138,research,data-collection,2,2,female,high school
138,research,empirical,3,2,female,high school
138,research,findings,4,2,female,high school
138,research,experimentation,5,2,female,high school
138,science,medicine,1,2,female,high school
138,science,vaccines,2,2,female,high school
138,science,health,3,2,female,high school
138,science,disease,4,2,female,high school
138,science,cure,5,2,female,high school
138,philosophy,epistemology,1,2,female,high school
138,philosophy,ontology,2,2,female,high school
138,philosophy,virtue,3,2,female,high school
138,philosophy,theology,4,2,female,high school
138,philosophy,phenomenology,5,2,female,high school
138,discovery,archaeology,1,2,female,high school
138,discovery,fossils,2,2,female,high school
138,discovery,artifacts,3,2,female,high school
138,discovery,cultures,4,2,female,high school
138,discovery,history,5,2,female,high school
139,puzzle,cooperation,1,2,female,high school
139,puzzle,teamwork,2,2,female,high school
139,puzzle,edge,3,2,female,high school
139,puzzle,corner,4,2,female,high school
139,puzzle,pattern,5,2,female,high school
139,proficient,proficient,1,2,female,high school
139,proficient,mastery,2,2,female,high school
139,proficient,craft,3,2,female,high school
139,proficient,ingenious,4,2,female,high school
139,proficient,peerless,5,2,female,high school
139,mastery,adept,1,2,female,high school
139,mastery,proficient,2,2,female,high school
139,mastery,mastery,3,2,female,high school
139,mastery,skilled,4,2,female,high school
139,mastery,polished,5,2,female,high school
139,skill,adaptability,1,2,female,high school
139,skill,resourcefulness,2,2,female,high school
139,skill,problem-solving,3,2,female,high school
139,skill,versatility,4,2,female,high school
139,skill,prowess,5,2,female,high school
139,competence,work ethic,1,2,female,high school
139,competence,productivity,2,2,female,high school
139,competence,readiness,3,2,female,high school
139,competence,specialization,4,2,female,high school
139,competence,insight,5,2,female,high school
140,neurons,sensory,1,2,female,high school
140,neurons,motor,2,2,female,high school
140,neurons,interneurons,3,2,female,high school
140,neurons,central nervous system,4,2,female,high school
140,neurons,peripheral nervous system,5,2,female,high school
140,synapse,electrical,1,2,female,high school
140,synapse,chemical,2,2,female,high school
140,synapse,impulse,3,2,female,high school
140,synapse,communication,4,2,female,high school
140,synapse,dendrite,5,2,female,high school
140,consciousness,awareness,1,2,female,high school
140,consciousness,mind,2,2,female,high school
140,consciousness,perception,3,2,female,high school
140,consciousness,thought,4,2,female,high school
140,consciousness,existence,5,2,female,high school
140,awareness,presence,1,2,female,high school
140,awareness,clarity,2,2,female,high school
140,awareness,environment,3,2,female,high school
140,awareness,social issues,4,2,female,high school
140,awareness,health,5,2,female,high school
141,brain,creativity,1,2,female,high school
141,brain,reasoning,2,2,female,high school
141,brain,mental illness,3,2,female,high school
141,brain,brainstem,4,2,female,high school
141,brain,awareness,5,2,female,high school
141,learning,creativity,1,2,female,high school
141,learning,problem-solving,2,2,female,high school
141,learning,analysis,3,2,female,high school
141,learning,application,4,2,female,high school
141,learning,reflection,5,2,female,high school
141,iq,iq test,1,2,female,high school
141,iq,mental age,2,2,female,high school
141,iq,intelligence quotient,3,2,female,high school
141,iq,puzzles,4,2,female,high school
141,iq,scores,5,2,female,high school
141,knowledge,theory,1,2,female,high school
141,knowledge,critical thinking,2,2,female,high school
141,knowledge,know-how,3,2,female,high school
141,knowledge,cognition,4,2,female,high school
141,knowledge,culture,5,2,female,high school
141,wisdom,enlightenment,1,2,female,high school
141,wisdom,foresight,2,2,female,high school
141,wisdom,intuition,3,2,female,high school
141,wisdom,patience,4,2,female,high school
141,wisdom,discernment,5,2,female,high school
142,creativity,color,1,2,female,high school
142,creativity,fantasy,2,2,female,high school
142,creativity,intuition,3,2,female,high school
142,creativity,discovery,4,2,female,high school
142,creativity,experimentation,5,2,female,high school
142,thought,brain,1,2,female,high school
142,thought,contemplation,2,2,female,high school
142,thought,philosophy,3,2,female,high school
142,thought,insight,4,2,female,high school
142,thought,understanding,5,2,female,high school
142,understanding,sharing,1,2,female,high school
142,understanding,dialogue,2,2,female,high school
142,understanding,perspective,3,2,female,high school
142,understanding,synthesis,4,2,female,high school
142,understanding,depth,5,2,female,high school
142,cognition,cerebral,1,2,female,high school
142,cognition,synapses,2,2,female,high school
142,cognition,information,3,2,female,high school
142,cognition,interpretation,4,2,female,high school
142,cognition,executive functions,5,2,female,high school
142,insight,cognition,1,2,female,high school
142,insight,realization,2,2,female,high school
142,insight,ah-ha moment,3,2,female,high school
142,insight,perspective,4,2,female,high school
142,insight,vision,5,2,female,high school
143,smart,wisdom,1,2,female,high school
143,smart,thoughtful,2,2,female,high school
143,smart,analytical,3,2,female,high school
143,smart,learned,4,2,female,high school
143,smart,informed,5,2,female,high school
143,education,study,1,2,female,high school
143,education,exams,2,2,female,high school
143,education,tutoring,3,2,female,high school
143,education,research,4,2,female,high school
143,education,graduation,5,2,female,high school
143,problem-solving,intuition,1,2,female,high school
143,problem-solving,structure,2,2,female,high school
143,problem-solving,resilience,3,2,female,high school
143,problem-solving,evaluation,4,2,female,high school
143,problem-solving,success,5,2,female,high school
143,analytical,analysis,1,2,female,high school
143,analytical,charts,2,2,female,high school
143,analytical,facts,3,2,female,high school
143,analytical,validation,4,2,female,high school
143,analytical,cognition,5,2,female,high school
143,genius,einstein,1,2,female,high school
143,genius,intelligence,2,2,female,high school
143,genius,innovation,3,2,female,high school
143,genius,creativity,4,2,female,high school
143,genius,brilliance,5,2,female,high school
144,books,personal growth,1,2,female,high school
144,books,entertainment,2,2,female,high school
144,books,culture,3,2,female,high school
144,books,intellectual,4,2,female,high school
144,books,narrative,5,2,female,high school
144,expertise,wisdom,1,2,female,high school
144,expertise,insight,2,2,female,high school
144,expertise,understanding,3,2,female,high school
144,expertise,savvy,4,2,female,high school
144,expertise,acumen,5,2,female,high school
144,reason,analysis,1,2,female,high school
144,reason,deduction,2,2,female,high school
144,reason,inference,3,2,female,high school
144,reason,sense,4,2,female,high school
144,reason,cognition,5,2,female,high school
144,intellect,theory,1,2,female,high school
144,intellect,conceptual,2,2,female,high school
144,intellect,academic,3,2,female,high school
144,intellect,intellectual,4,2,female,high school
144,intellect,perception,5,2,female,high school
145,innovation,creativity,1,2,female,high school
145,innovation,technology,2,2,female,high school
145,innovation,progress,3,2,female,high school
145,innovation,invention,4,2,female,high school
145,innovation,future,5,2,female,high school
145,comprehension,communication,1,2,female,high school
145,comprehension,language,2,2,female,high school
145,comprehension,literacy,3,2,female,high school
145,comprehension,reasoning,4,2,female,high school
145,comprehension,sense,5,2,female,high school
145,logic,patterns,1,2,female,high school
145,logic,binary,2,2,female,high school
145,logic,proposition,3,2,female,high school
145,logic,rules,4,2,female,high school
145,logic,algorithm,5,2,female,high school
145,aptitude,expertise,1,2,female,high school
145,aptitude,instinct,2,2,female,high school
145,aptitude,specialty,3,2,female,high school
145,aptitude,understanding,4,2,female,high school
145,aptitude,grasp,5,2,female,high school
145,clever,adept,1,2,female,high school
145,clever,problem-solver,2,2,female,high school
145,clever,strategic,3,2,female,high school
145,clever,acute,4,2,female,high school
145,clever,perceptive,5,2,female,high school
146,intelligence tests,iq,1,2,female,high school
146,intelligence tests,sat,2,2,female,high school
146,intelligence tests,mensa,3,2,female,high school
146,intelligence tests,scores,4,2,female,high school
146,intelligence tests,assessment,5,2,female,high school
146,consciousness,insight,1,2,female,high school
146,consciousness,stream,2,2,female,high school
146,consciousness,intuition,3,2,female,high school
146,consciousness,recognition,4,2,female,high school
146,consciousness,consciousness,5,2,female,high school
146,perception,perception,1,2,female,high school
146,perception,frame,2,2,female,high school
146,perception,perception,3,2,female,high school
146,perception,perception,4,2,female,high school
146,perception,perception,5,2,female,high school
146,mental,learning,1,2,female,high school
146,mental,therapy,2,2,female,high school
146,mental,meditation,3,2,female,high school
146,mental,detachment,4,2,female,high school
146,mental,intelligence,5,2,female,high school
146,savvy,financial,1,2,female,high school
146,savvy,market,2,2,female,high school
146,savvy,media,3,2,female,high school
146,savvy,culture,4,2,female,high school
146,savvy,internet,5,2,female,high school
147,research,inquiry,1,2,female,high school
147,research,observation,2,2,female,high school
147,research,results,3,2,female,high school
147,research,theory,4,2,female,high school
147,research,academic,5,2,female,high school
147,science,exploration,1,2,female,high school
147,science,observation,2,2,female,high school
147,science,experimentation,3,2,female,high school
147,science,validation,4,2,female,high school
147,science,replication,5,2,female,high school
147,philosophy,nietzsche,1,2,female,high school
147,philosophy,ideas,2,2,female,high school
147,philosophy,consciousness,3,2,female,high school
147,philosophy,abstract,4,2,female,high school
147,philosophy,being,5,2,female,high school
147,intelligence agencies,briefcase,1,2,female,high school
147,intelligence agencies,dead drop,2,2,female,high school
147,intelligence agencies,sleeper cell,3,2,female,high school
147,intelligence agencies,tradecraft,4,2,female,high school
147,intelligence agencies,double agent,5,2,female,high school
147,sharp,scalpel,1,2,female,high school
147,sharp,insight,2,2,female,high school
147,sharp,pepper,3,2,female,high school
147,sharp,jab,4,2,female,high school
147,sharp,precision,5,2,female,high school
148,memory,remember,1,2,female,high school
148,memory,forget,2,2,female,high school
148,memory,mental,3,2,female,high school
148,memory,familiarity,4,2,female,high school
148,memory,life-events,5,2,female,high school
148,adaptability,adjustments,1,2,female,high school
148,adaptability,overcoming,2,2,female,high school
148,adaptability,problem-solving,3,2,female,high school
148,adaptability,agility,4,2,female,high school
148,adaptability,resourcefulness,5,2,female,high school
148,acumen,insight,1,2,female,high school
148,acumen,intelligence,2,2,female,high school
148,acumen,sharpness,3,2,female,high school
148,acumen,expertise,4,2,female,high school
148,acumen,intuition,5,2,female,high school
148,neuroscience,mind,1,2,female,high school
148,neuroscience,grey matter,2,2,female,high school
148,neuroscience,white matter,3,2,female,high school
148,neuroscience,lobes,4,2,female,high school
148,neuroscience,neural circuitry,5,2,female,high school
148,information,data,1,2,female,high school
148,information,knowledge,2,2,female,high school
148,information,facts,3,2,female,high school
148,information,technology,4,2,female,high school
148,information,internet,5,2,female,high school
149,puzzles,clues,1,2,female,high school
149,puzzles,riddles,2,2,female,high school
149,puzzles,completion,3,2,female,high school
149,puzzles,satisfaction,4,2,female,high school
149,puzzles,creativity,5,2,female,high school
149,strategy,leadership,1,2,female,high school
149,strategy,map,2,2,female,high school
149,strategy,negotiation,3,2,female,high school
149,strategy,intelligence,4,2,female,high school
149,strategy,risk,5,2,female,high school
149,skill,craftsmanship,1,2,female,high school
149,skill,training,2,2,female,high school
149,skill,expertise,3,2,female,high school
149,skill,practice,4,2,female,high school
149,skill,ability,5,2,female,high school
149,erudition,academic,1,2,female,high school
149,erudition,literate,2,2,female,high school
149,erudition,sciences,3,2,female,high school
149,erudition,humanities,4,2,female,high school
149,erudition,insightful,5,2,female,high school
149,reflection,insight,1,2,female,high school
149,reflection,hindsight,2,2,female,high school
149,reflection,consideration,3,2,female,high school
149,reflection,serenity,4,2,female,high school
149,reflection,truth,5,2,female,high school
150,chess,zugzwang,1,2,female,high school
150,chess,lasker,2,2,female,high school
150,chess,pin,3,2,female,high school
150,chess,fork,4,2,female,high school
150,chess,classical,5,2,female,high school
150,artificial intelligence,neural networks,1,2,female,high school
150,artificial intelligence,deep learning,2,2,female,high school
150,artificial intelligence,research,3,2,female,high school
150,artificial intelligence,science,4,2,female,high school
150,artificial intelligence,complexity,5,2,female,high school
150,data,information,1,2,female,high school
150,data,analysis,2,2,female,high school
150,data,statistics,3,2,female,high school
150,data,big data,4,2,female,high school
150,data,digital,5,2,female,high school
150,mastery,proficient,1,2,female,high school
150,mastery,superior,2,2,female,high school
150,mastery,artistry,3,2,female,high school
150,mastery,command,4,2,female,high school
150,mastery,prowess,5,2,female,high school
150,foresight,guidance,1,2,female,high school
150,foresight,readiness,2,2,female,high school
150,foresight,expectation,3,2,female,high school
150,foresight,forecasting,4,2,female,high school
150,foresight,intuition,5,2,female,high school
151,brain,emotion,1,2,female,high school
151,brain,logic,2,2,female,high school
151,brain,brainwaves,3,2,female,high school
151,brain,headache,4,2,female,high school
151,brain,nervous system,5,2,female,high school
151,smart,wisdom,1,2,female,high school
151,smart,understanding,2,2,female,high school
151,smart,savvy,3,2,female,high school
151,smart,acumen,4,2,female,high school
151,smart,perceptive,5,2,female,high school
151,genius,einstein,1,2,female,high school
151,genius,intelligence,2,2,female,high school
151,genius,creativity,3,2,female,high school
151,genius,innovation,4,2,female,high school
151,genius,discovery,5,2,female,high school
151,iq,neuroscience,1,2,female,high school
151,iq,biology,2,2,female,high school
151,iq,g-factor,3,2,female,high school
151,iq,hereditary,4,2,female,high school
151,iq,savant,5,2,female,high school
151,knowledge,facts,1,2,female,high school
151,knowledge,discovery,2,2,female,high school
151,knowledge,enlightenment,3,2,female,high school
151,knowledge,university,4,2,female,high school
151,knowledge,scholarship,5,2,female,high school
152,creativity,interpretation,1,2,female,high school
152,creativity,performance,2,2,female,high school
152,creativity,sculpture,3,2,female,high school
152,creativity,individuality,4,2,female,high school
152,creativity,visionary,5,2,female,high school
152,wisdom,guidance,1,2,female,high school
152,wisdom,mentorship,2,2,female,high school
152,wisdom,counsel,3,2,female,high school
152,wisdom,balance,4,2,female,high school
152,wisdom,intuition,5,2,female,high school
152,innovation,synergy,1,2,female,high school
152,innovation,futuristic,2,2,female,high school
152,innovation,trends,3,2,female,high school
152,innovation,concept,4,2,female,high school
152,innovation,evolution,5,2,female,high school
152,learning,homework,1,2,female,high school
152,learning,college,2,2,female,high school
152,learning,information,3,2,female,high school
152,learning,success,4,2,female,high school
152,learning,discipline,5,2,female,high school
152,understanding,perception,1,2,female,high school
152,understanding,acknowledgment,2,2,female,high school
152,understanding,rapport,3,2,female,high school
152,understanding,agreement,4,2,female,high school
152,understanding,respect,5,2,female,high school
153,analytical,scrutiny,1,2,female,high school
153,analytical,skepticism,2,2,female,high school
153,analytical,variables,3,2,female,high school
153,analytical,synthesize,4,2,female,high school
153,analytical,formula,5,2,female,high school
153,critical-thinking,analysis,1,2,female,high school
153,critical-thinking,skepticism,2,2,female,high school
153,critical-thinking,reasoning,3,2,female,high school
153,critical-thinking,objectivity,4,2,female,high school
153,critical-thinking,problem-solving,5,2,female,high school
153,perception,vision,1,2,female,high school
153,perception,sound,2,2,female,high school
153,perception,texture,3,2,female,high school
153,perception,flavor,4,2,female,high school
153,perception,scent,5,2,female,high school
153,insight,evaluation,1,2,female,high school
153,insight,investigation,2,2,female,high school
153,insight,synthesis,3,2,female,high school
153,insight,apprehension,4,2,female,high school
153,insight,enlightenment,5,2,female,high school
153,comprehension,awareness,1,2,female,high school
153,comprehension,grasp,2,2,female,high school
153,comprehension,intelligence,3,2,female,high school
153,comprehension,comprehension,4,2,female,high school
153,comprehension,recognition,5,2,female,high school
154,education,education,1,2,female,high school
154,education,culture,2,2,female,high school
154,education,curriculum,3,2,female,high school
154,education,pedagogy,4,2,female,high school
154,education,assessment,5,2,female,high school
154,books,romance,1,2,female,high school
154,books,thrillers,2,2,female,high school
154,books,mystery,3,2,female,high school
154,books,history,4,2,female,high school
154,books,biographies,5,2,female,high school
154,scholar,academic journal,1,2,female,high school
154,scholar,conference,2,2,female,high school
154,scholar,seminar,3,2,female,high school
154,scholar,curriculum,4,2,female,high school
154,scholar,mentor,5,2,female,high school
154,academic,education,1,2,female,high school
154,academic,curriculum,2,2,female,high school
154,academic,science,3,2,female,high school
154,academic,academicjournals,4,2,female,high school
154,academic,peerreview,5,2,female,high school
154,expertise,technical,1,2,female,high school
154,expertise,skilled,2,2,female,high school
154,expertise,authority,3,2,female,high school
154,expertise,virtuosity,4,2,female,high school
154,expertise,informed,5,2,female,high school
155,logical,process,1,2,female,high school
155,logical,function,2,2,female,high school
155,logical,assessment,3,2,female,high school
155,logical,logic,4,2,female,high school
155,logical,evidence,5,2,female,high school
155,problem-solving,obstacle,1,2,female,high school
155,problem-solving,plan,2,2,female,high school
155,problem-solving,process,3,2,female,high school
155,problem-solving,insight,4,2,female,high school
155,problem-solving,determination,5,2,female,high school
155,reasoning,approach,1,2,female,high school
155,reasoning,assessment,2,2,female,high school
155,reasoning,conclusions,3,2,female,high school
155,reasoning,facts,4,2,female,high school
155,reasoning,coherence,5,2,female,high school
155,cognitive,learning,1,2,female,high school
155,cognitive,memory,2,2,female,high school
155,cognitive,understanding,3,2,female,high school
155,cognitive,consciousness,4,2,female,high school
155,cognitive,awareness,5,2,female,high school
155,mental,well-being,1,2,female,high school
155,mental,capacity,2,2,female,high school
155,mental,assessment,3,2,female,high school
155,mental,intelligence,4,2,female,high school
155,mental,neurology,5,2,female,high school
156,intuition,vibes,1,2,female,high school
156,intuition,sensation,2,2,female,high school
156,intuition,guesswork,3,2,female,high school
156,intuition,awareness,4,2,female,high school
156,intuition,inference,5,2,female,high school
156,savvy,analytical,1,2,female,high school
156,savvy,discerning,2,2,female,high school
156,savvy,versatile,3,2,female,high school
156,savvy,educated,4,2,female,high school
156,savvy,worldly,5,2,female,high school
156,sharpness,cut,1,2,female,high school
156,sharpness,detail,2,2,female,high school
156,sharpness,brilliance,3,2,female,high school
156,sharpness,shrewd,4,2,female,high school
156,sharpness,exact,5,2,female,high school
156,brilliance,intensity,1,2,female,high school
156,brilliance,depth,2,2,female,high school
156,brilliance,proficiency,3,2,female,high school
156,brilliance,visionary,4,2,female,high school
156,brilliance,nimble,5,2,female,high school
156,aptitude,qualification,1,2,female,high school
156,aptitude,genius,2,2,female,high school
156,aptitude,acumen,3,2,female,high school
156,aptitude,innate,4,2,female,high school
156,aptitude,performance,5,2,female,high school
157,artificial,inorganic,1,2,female,high school
157,artificial,counterfeit,2,2,female,high school
157,artificial,machine,3,2,female,high school
157,artificial,programmed,4,2,female,high school
157,artificial,electronic,5,2,female,high school
157,technology,future,1,2,female,high school
157,technology,efficiency,2,2,female,high school
157,technology,cybersecurity,3,2,female,high school
157,technology,user interface,4,2,female,high school
157,technology,networks,5,2,female,high school
157,data,quantitative,1,2,female,high school
157,data,measurement,2,2,female,high school
157,data,science,3,2,female,high school
157,data,encryption,4,2,female,high school
157,data,servers,5,2,female,high school
157,computer,browser,1,2,female,high school
157,computer,websites,2,2,female,high school
157,computer,wi-fi,3,2,female,high school
157,computer,ethernet,4,2,female,high school
157,computer,cloud,5,2,female,high school
157,systems,solar,1,2,female,high school
157,systems,electrical,2,2,female,high school
157,systems,computing,3,2,female,high school
157,systems,interconnected,4,2,female,high school
157,systems,stability,5,2,female,high school
158,memory,recall,1,2,female,high school
158,memory,experience,2,2,female,high school
158,memory,nostalgia,3,2,female,high school
158,memory,learning,4,2,female,high school
158,memory,retention,5,2,female,high school
158,intelligence tests,test-taking,1,2,female,high school
158,intelligence tests,education,2,2,female,high school
158,intelligence tests,comparison,3,2,female,high school
158,intelligence tests,intelligence quotient,4,2,female,high school
158,intelligence tests,norms,5,2,female,high school
158,mensa,intellect,1,2,female,high school
158,mensa,analytical,2,2,female,high school
158,mensa,competitive,3,2,female,high school
158,mensa,understanding,4,2,female,high school
158,mensa,club,5,2,female,high school
158,puzzles,crossword,1,2,female,high school
158,puzzles,sudoku,2,2,female,high school
158,puzzles,mystery,3,2,female,high school
158,puzzles,problem-solving,4,2,female,high school
158,puzzles,entertainment,5,2,female,high school
158,chess,grandmaster,1,2,female,high school
158,chess,pawn,2,2,female,high school
158,chess,queen,3,2,female,high school
158,chess,elo,4,2,female,high school
158,chess,endgame,5,2,female,high school
159,neuroscience,cortex,1,2,female,high school
159,neuroscience,neurotransmitters,2,2,female,high school
159,neuroscience,neurology,3,2,female,high school
159,neuroscience,behavior,4,2,female,high school
159,neuroscience,science,5,2,female,high school
159,neurons,thought,1,2,female,high school
159,neurons,reflex,2,2,female,high school
159,neurons,connectome,3,2,female,high school
159,neurons,mapping,4,2,female,high school
159,neurons,brainwaves,5,2,female,high school
159,synapses,ltp,1,2,female,high school
159,synapses,neuroplasticity,2,2,female,high school
159,synapses,psychopharmacology,3,2,female,high school
159,synapses,homeostasis,4,2,female,high school
159,synapses,synaptogenesis,5,2,female,high school
159,cognitive science,philosophy,1,2,female,high school
159,cognitive science,mind,2,2,female,high school
159,cognitive science,knowledge,3,2,female,high school
159,cognitive science,insight,4,2,female,high school
159,cognitive science,understanding,5,2,female,high school
159,psychology,adaptation,1,2,female,high school
159,psychology,self-concept,2,2,female,high school
159,psychology,group dynamics,3,2,female,high school
159,psychology,resilience,4,2,female,high school
159,psychology,psychopathology,5,2,female,high school
160,adaptability,change,1,2,female,high school
160,adaptability,flexibility,2,2,female,high school
160,adaptability,resilience,3,2,female,high school
160,adaptability,survival,4,2,female,high school
160,adaptability,evolution,5,2,female,high school
160,resourcefulness,quick-thinking,1,2,female,high school
160,resourcefulness,savvy,2,2,female,high school
160,resourcefulness,originality,3,2,female,high school
160,resourcefulness,cunning,4,2,female,high school
160,resourcefulness,competence,5,2,female,high school
160,open-mindedness,empathy,1,2,female,high school
160,open-mindedness,patience,2,2,female,high school
160,open-mindedness,courage,3,2,female,high school
160,open-mindedness,experimentation,4,2,female,high school
160,open-mindedness,equality,5,2,female,high school
160,perception,mindset,1,2,female,high school
160,perception,perception,2,2,female,high school
160,perception,viewpoint,3,2,female,high school
160,perception,opinion,4,2,female,high school
160,perception,sensory,5,2,female,high school
161,brains,information,1,2,female,high school
161,brains,analysis,2,2,female,high school
161,brains,concentration,3,2,female,high school
161,brains,perception,4,2,female,high school
161,brains,ingenuity,5,2,female,high school
161,learning,tests,1,2,female,high school
161,learning,progress,2,2,female,high school
161,learning,discovery,3,2,female,high school
161,learning,questions,4,2,female,high school
161,learning,answers,5,2,female,high school
161,wisdom,philosophy,1,2,female,high school
161,wisdom,teachings,2,2,female,high school
161,wisdom,learning,3,2,female,high school
161,wisdom,enlightenment,4,2,female,high school
161,wisdom,ancient,5,2,female,high school
161,insight,introspection,1,2,female,high school
161,insight,mindfulness,2,2,female,high school
161,insight,realization,3,2,female,high school
161,insight,empathy,4,2,female,high school
161,insight,logic,5,2,female,high school
162,iq,aptitude,1,2,female,high school
162,iq,logic,2,2,female,high school
162,iq,reasoning,3,2,female,high school
162,iq,percentile,4,2,female,high school
162,iq,gifted,5,2,female,high school
162,knowledge,teachers,1,2,female,high school
162,knowledge,study,2,2,female,high school
162,knowledge,intelligence,3,2,female,high school
162,knowledge,experience,4,2,female,high school
162,knowledge,facts,5,2,female,high school
162,understanding,communication,1,2,female,high school
162,understanding,interpretation,2,2,female,high school
162,understanding,patience,3,2,female,high school
162,understanding,cognition,4,2,female,high school
162,understanding,grasp,5,2,female,high school
162,education,professors,1,2,female,high school
162,education,science,2,2,female,high school
162,education,mathematics,3,2,female,high school
162,education,history,4,2,female,high school
162,education,literature,5,2,female,high school
162,analysis,scientific,1,2,female,high school
162,analysis,methodology,2,2,female,high school
162,analysis,examination,3,2,female,high school
162,analysis,trends,4,2,female,high school
162,analysis,graphs,5,2,female,high school
163,creativity,passion,1,2,female,high school
163,creativity,boldness,2,2,female,high school
163,creativity,symphony,3,2,female,high school
163,creativity,transformation,4,2,female,high school
163,creativity,craftsmanship,5,2,female,high school
163,problem-solving,hypothesis,1,2,female,high school
163,problem-solving,implementation,2,2,female,high school
163,problem-solving,resolve,3,2,female,high school
163,problem-solving,understanding,4,2,female,high school
163,problem-solving,skill,5,2,female,high school
163,innovation,discovery,1,2,female,high school
163,innovation,revolution,2,2,female,high school
163,innovation,patents,3,2,female,high school
163,innovation,dreams,4,2,female,high school
163,innovation,initiative,5,2,female,high school
163,adeptness,experience,1,2,female,high school
163,adeptness,facility,2,2,female,high school
163,adeptness,handiness,3,2,female,high school
163,adeptness,craft,4,2,female,high school
163,adeptness,expertness,5,2,female,high school
163,acumen,analytical,1,2,female,high school
163,acumen,strategic,2,2,female,high school
163,acumen,aptitude,3,2,female,high school
163,acumen,cleverness,4,2,female,high school
163,acumen,foresight,5,2,female,high school
164,genius,curie,1,2,female,high school
164,genius,research,2,2,female,high school
164,genius,nobel,3,2,female,high school
164,genius,radiation,4,2,female,high school
164,genius,breakthrough,5,2,female,high school
164,intellect,student,1,2,female,high school
164,intellect,study,2,2,female,high school
164,intellect,mental,3,2,female,high school
164,intellect,ability,4,2,female,high school
164,intellect,perception,5,2,female,high school
164,savvy,street-smart,1,2,female,high school
164,savvy,worldly,2,2,female,high school
164,savvy,discerning,3,2,female,high school
164,savvy,judicious,4,2,female,high school
164,savvy,sensible,5,2,female,high school
164,smart,acumen,1,2,female,high school
164,smart,keen,2,2,female,high school
164,smart,perceptive,3,2,female,high school
164,smart,logical,4,2,female,high school
164,smart,analytical,5,2,female,high school
164,quick,snappy,1,2,female,high school
164,quick,hasten,2,2,female,high school
164,quick,precipitate,3,2,female,high school
164,quick,hurry,4,2,female,high school
164,quick,rush,5,2,female,high school
165,cognition,thinking,1,2,female,high school
165,cognition,brain,2,2,female,high school
165,cognition,learning,3,2,female,high school
165,cognition,memory,4,2,female,high school
165,cognition,perception,5,2,female,high school
165,perception,illusion,1,2,female,high school
165,perception,reality,2,2,female,high school
165,perception,perception,3,2,female,high school
165,perception,deception,4,2,female,high school
165,perception,truth,5,2,female,high school
165,comprehension,study,1,2,female,high school
165,comprehension,information,2,2,female,high school
165,comprehension,intuition,3,2,female,high school
165,comprehension,engagement,4,2,female,high school
165,comprehension,interpret,5,2,female,high school
165,aptitude,success,1,2,female,high school
