id,cue,response,trial,gender,age,age_group
641,spiel,kinder,7,male,35,2
642,gefahr,ungewissheit,7,male,59,5
643,spiel,kinder,7,female,24,1
644,gefahr,verletzung,7,female,69,6
645,falle,tierquälerei,7,female,58,5
646,angst,gefahr,7,female,59,5
647,chance,gewinn,7,female,26,1
648,bereitschaft,verfügung,7,male,41,3
649,geld,shoppen,7,female,45,3
650,gefahr,angst,7,female,46,3
651,autofahren,angst,7,female,66,5
652,ängstlichkeit,jung,7,female,26,1
653,gefahr,kinder,7,female,61,5
654,autofahren,freiheit,7,female,68,6
655,verkehr,stau,7,male,61,5
656,gefahr,klettern,7,female,44,3
657,ernährung,pestizide,7,male,76,6
658,skrupellosigkeit,gemeinheit,7,male,61,5
659,bank,einbrechen,7,female,69,6
660,unsicherheit,angst,7,female,33,2
661,krankheit,schnupfen,7,male,36,2
662,gefahr,dieb,7,male,43,3
663,gefahr,einbruch,7,male,67,5
664,spiel,monopoly,7,male,48,4
665,analyse,denken,7,male,47,3
666,gefahr,verlust,7,female,47,3
667,riskantes unternehmen,ergeiz,7,female,69,6
668,gefahr,vorsorge,7,male,37,2
669,mut,leben,7,female,39,3
670,fallschirmspringen,sprung,7,male,39,3
671,gefahr,risiko,7,female,27,1
672,chance,gestaltung,7,male,57,4
673,geld,münzen,7,female,34,2
674,unfall,crash,7,female,54,4
675,gefahr,terror,7,female,27,1
676,unsicherheit,bedenken,7,female,73,6
677,unfall,schaden,7,male,40,3
678,alter,volljährig,7,male,27,1
679,gefahr,ärger,7,female,50,4
680,gefahr,angst,7,male,28,2
681,gefahr,verlust,7,male,27,1
682,autofahren,straßenzustand,7,male,68,6
683,gefahr,mut,7,male,61,5
684,gefährlich,gefahr,7,male,30,2
685,terror,naheosten,7,female,51,4
686,gefahr,halt,7,female,49,4
688,riskant,autorennen,7,female,26,1
689,gefahr,geringe gefahr,7,male,36,2
690,verlust,traurigkeit,7,female,60,5
691,gefahr,hilfe,7,female,47,3
692,gefahr,verlust,7,female,56,4
693,gefahr,absichern,7,male,26,1
694,vorsicht,gefahr,7,male,76,6
695,unfall,fahrrad,7,female,56,4
696,gefahr,schutz suchen,7,female,68,6
697,geld,arbeitslosigkeit,7,male,40,3
698,zocken,banken,7,male,36,2
699,gefahr,dunkelheit,7,female,38,3
700,geld,fehlt immer,7,female,54,4
701,angst,erniedrigt werden,7,female,55,4
702,gefahr,schrecken,7,male,62,5
703,unfall,zeitaufwand,7,male,73,6
704,finanzen,geld,7,male,22,1
705,gefahr,angst,7,male,63,5
706,gefahr,krieg,7,female,63,5
707,sicherheit,angstfrei,7,male,61,5
708,finanzgeschäfte,vertrauen,7,female,27,1
709,gefahr,überwinden,7,male,23,1
710,ungewissheit,angst,7,female,75,6
711,angst,leben,7,male,34,2
712,wagnis,wie vor,7,female,59,5
713,flugzeug,pilot,7,female,54,4
714,unsicherheit,zweifel,7,male,71,6
715,chance,fake,7,female,68,6
716,chance,aktieninvestments,7,male,47,3
717,schneeflocken,rodeln,7,male,62,5
718,einsatz,anstrengung,7,male,39,3
719,gefahr,schutz,7,male,51,4
720,auto,audi,7,male,26,1
721,meiden,lebensfreude,7,male,68,6
722,geld,arbeit,7,female,57,4
723,angst,schmerz,7,male,61,5
724,leben,essen,7,male,45,3
725,straßenverkehr,raser,7,male,22,1
726,potential,verwenden,7,male,41,3
727,gefahr,verletzung,7,male,48,4
728,geld,scheine,7,female,30,2
729,oft unklare rahmenbedingungen,folgen,7,male,69,6
730,krieg,verbrechen,7,male,78,6
731,gefährlich,riskant,7,male,68,6
732,gefahr,durchhalten,7,male,60,5
733,geld,sicherheit,7,female,33,2
734,geld,wohlstrand,7,female,56,4
735,berufswechsel,geld,7,male,22,1
736,vorsicht,beobachten,7,male,37,2
737,spiel,internet,7,male,25,1
738,gefahr,fresh,7,male,31,2
739,wagnis,herausforderung,7,male,33,2
740,gesundheit,abspecken,7,male,78,6
741,verlust,trauer,7,female,27,1
742,geldanlage,verlust,7,female,78,6
743,arbeitsplatz,arbeitslosigkeit,7,male,67,5
744,politik,risiko,7,male,54,4
745,autounfall,schuldfrage,7,female,68,6
746,autofahrt,unfall,7,female,69,6
747,finanzmarkt,abzocke,7,female,31,2
748,computer,katze,7,female,60,5
749,atomenergie,tschernobyl,7,female,66,5
750,mut,angst,7,male,43,3
751,fallschirm,fliegen,7,male,23,1
752,gefahr,groß,7,male,21,1
753,geld,armut,7,male,55,4
754,chance,entscheidung,7,female,50,4
755,gefahr,gefahr für umwelt,7,male,60,5
756,angst,dunkel,7,male,21,1
757,gefahr,unfallgefahr,7,male,46,3
758,autoverkehr,glatteis,7,male,44,3
759,gefahr,hilfe,7,female,60,5
760,vorsicht,ist besser,7,male,70,6
761,straßenverkehr,radfahrerbevorzugung,7,female,68,6
762,gefahr,aufpassen,7,male,32,2
763,geld,repräsentieren,7,male,25,1
764,einschätzen,verhalten,7,female,23,1
765,jobwechsel,herausforderung,7,female,37,2
766,erdbeben,richterskala,7,female,71,6
767,islam,frauenfeindlichkeit,7,female,46,3
768,gefahr,aufpassen,7,male,36,2
769,geld,anlegen,7,male,26,1
770,unfall,verlust,7,male,68,6
771,hektik,schnelligkeit,7,female,40,3
772,angst,gänsehaut,7,female,70,6
773,gefahr,leben,7,male,57,4
774,leben,reisen,7,male,37,2
775,ich,schüchtern,7,male,30,2
776,gefahr,mut,7,male,68,6
777,verlust,job,7,female,27,1
778,geldanlage,zinsentwicklung,7,female,66,5
779,spiel,mensch ärgere dich nicht,7,male,35,2
780,krieg,unnötig,7,male,23,1
781,gefahr,flucht,7,female,59,5
782,gefahr,verletzung,7,male,67,5
783,versicherung,hausrat,7,female,41,3
784,spekulation,dollarkurz,7,male,74,6
785,gefahr,risiko,7,male,38,3
786,gefahr,extremsport,7,male,28,2
787,schaden,feuer,7,male,64,5
788,schwangerschaft,frühgeburt,7,female,27,1
789,bälle,fußball,7,female,51,4
790,leben,geld,7,male,50,4
791,gruppe,dynamik,7,male,46,3
792,gefahr,risiko,7,male,68,6
793,geldanlage,bankberater,7,female,37,2
794,aktien,geldanlage,7,female,32,2
795,unfall,alptraum,7,male,25,1
796,unfall,krankenhaus,7,female,58,5
797,verlust,schaden,7,male,47,3
798,weihnachtsmarkt,kerzen,7,female,70,6
799,firma,aufträge,7,male,66,5
800,auto,entfernung,7,male,65,5
801,neugierig,wissbegierig,7,female,58,5
802,riskant,glücksspiel,7,male,52,4
803,angst,ohnmacht,7,female,58,5
804,gefahr,abschotten,7,female,69,6
805,freeclimbing,seil,7,female,25,1
806,gefahr,angst,7,female,76,6
807,operation,chirurgie,7,female,63,5
808,geld,gehalt,7,female,61,5
809,unfall,mitverantwortung,7,female,74,6
810,angst,überall,7,female,21,1
811,marslandung,strahlung,7,male,63,5
812,gut,rotwein,7,male,50,4
813,gefahr,flucht,7,female,53,4
814,extremsport,verrückte,7,male,84,6
815,trump,dummheit,7,male,52,4
816,gefahr,islamischer staat,7,female,59,5
817,schnell,auto,7,male,25,1
818,fallschirmsprung,in gesellschaft,7,female,32,2
819,gefahr,angst,7,female,64,5
820,brettspiel,mensch ärgere dich nicht,7,male,49,4
821,betrogen zu werden,durch falsche beratung,7,male,72,6
822,unfall,bahn,7,female,59,5
823,versicherung,geld verdienen,7,male,46,3
824,hoch,gipfel,7,female,44,3
825,gefahr,terror,7,female,61,5
826,gefahr,widerstand,7,female,77,6
827,gefahr,achtung,7,female,46,3
828,spannung,neugier,7,female,56,4
829,geld,lebensunterhalt,7,male,47,3
830,chance,entwicklung,7,male,53,4
831,gefahr,lebens,7,male,30,2
832,geld,münze,7,female,30,2
833,angst,einsamkeit,7,female,69,6
834,sparen,zukunft,7,male,44,3
835,mut,charakter,7,male,27,1
836,mut,risiko,7,female,60,5
837,spiel,spaß,7,male,39,3
838,gefahr,vorsicht,7,female,66,5
839,verlust,geldbörse,7,male,61,5
840,sex,spontan,7,male,32,2
841,mut,schwierig,7,female,63,5
842,gefahr,tod,7,male,35,2
843,versicherung,kranken,7,female,33,2
844,bereitschaft,freiwillig,7,female,32,2
845,gefahr,kalkulation,7,male,80,6
846,verlust,emotionaler,7,male,36,2
847,geldanlagen,dispotkredite,7,female,51,4
848,ball,kameradschaft,7,male,62,5
849,rente,altersarmut,7,female,52,4
850,gefahr,aufpassen,7,female,57,4
851,management,verwalten,7,female,22,1
852,kundenverlust,umsatzverlust,7,male,27,1
853,radfahren,reifen,7,male,57,4
854,gefahr,krieg,7,female,55,4
855,glücksspiel,las vegas,7,male,37,2
856,sport,muskeln,7,female,39,3
857,abenteuer,exotisches land,7,female,68,6
858,geld,bank,7,female,25,1
859,nein,vielleicht,7,female,56,4
860,gefahr,risiko,7,female,18,1
861,unfall,verantwortung,7,female,68,6
862,auto,schadstoffe,7,male,61,5
863,familie,frau,7,male,45,3
864,chance,gewinn,7,male,39,3
865,wetten,betrug,7,male,55,4
866,sex,vertrauen,7,male,35,2
867,gefahr,risiko,7,female,63,5
868,wolken,giftwolken,7,male,68,6
869,verkehr,auto,7,female,51,4
870,geld,wirtschaft,7,female,68,6
871,spiel,auf zeit,7,male,22,1
872,erfolg,jubel,7,female,32,2
873,riskieren,probieren,7,female,51,4
874,spiel,playstation,7,male,42,3
875,verlust,geld,7,male,47,3
876,autofahren,schnelligkeit,7,female,38,3
877,gefahr,angst,7,male,67,5
878,gefahr,unfall,7,male,47,3
879,gefahr,aufpassen,7,female,64,5
880,angst,kontrollverlust,7,female,39,3
881,verlust,alleine,7,female,58,5
882,mut,leichtsinn,7,male,34,2
883,casino,karten,7,female,23,1
884,gefahr,abschätzen,7,male,51,4
885,gefahr,aufmerksamkeit,7,male,54,4
886,gefahr,schwierig,7,female,31,2
887,angriff,abwehr,7,male,71,6
888,gefahr,flucht,7,male,27,1
889,wetter,regen,7,female,67,5
890,spiel,niederlage,7,male,25,1
891,auto,sitz,7,female,36,2
892,mut,gewinn,7,female,27,1
893,angst,alptraum,7,male,69,6
894,angst,beklemmung,7,female,63,5
895,knappheit,annähernd,7,female,25,1
896,spontan,bauchgefühl,7,male,68,6
897,gefahr,arbeit,7,male,50,4
898,angst,freude,7,female,53,4
899,mut,kühnheit,7,male,62,5
900,finanzen,boni,7,male,69,6
901,gefahr,negativ,7,female,35,2
902,gesundheit,medizin,7,male,39,3
903,chance,neu,7,female,34,2
904,spiel,kinder,7,female,37,2
905,gefahr,panik,7,male,49,4
906,gefahr,risiken,7,male,68,6
907,autofahren,urlaub,7,female,49,4
908,geld,viel,7,male,31,2
909,gefaht,betrug,7,female,58,5
910,auto,urlaub,7,male,60,5
911,angst,aufpassen,7,female,44,3
912,unfall,atomkraft,7,male,40,3
913,gefahr,unfall,7,female,47,3
914,geld,kapital,7,male,61,5
915,bungee-jumping,seil,7,male,30,2
916,gefahr,verkriechen,7,female,72,6
917,angst,gefahr,7,male,62,5
918,arbeit,kollegen,7,female,52,4
919,lebensversicherung,kapitalanlage,7,male,60,5
920,gefahr,risiko,7,male,25,1
921,leben,familie,7,female,21,1
922,gefahr,schutz,7,female,37,2
923,vermeidung,meiden,7,female,43,3
924,gerechtigkeit,armut,7,female,68,6
925,gefahr,verletzung,7,female,34,2
926,gefahr,verstecken,7,female,36,2
927,angst,überlegung,7,female,66,5
928,angst,gefühl,7,female,47,3
929,gefahr,viren,7,female,68,6
930,straßeverkehr,schlagloch,7,male,53,4
931,geld,insel,7,female,36,2
932,verlust,gewicht,7,male,56,4
933,gefahr,tod,7,female,58,5
934,gefahr,schädlich,7,female,54,4
935,kredit,bedingungen,7,female,60,5
936,gefahr,unglück kann es geben,7,female,73,6
937,herbst,kalt,7,male,23,1
938,geld,wertverlust,7,male,36,2
939,alkohol am steuer,beeinträchtigung anderer personen,7,male,76,6
940,unfall,sturz,7,female,60,5
941,lebensrisiko,krankheit,7,female,52,4
942,gefahr,leben,7,female,35,2
943,risikoanalyse,arbeitsplatz,7,male,70,6
944,autofahren,kosten,7,female,70,6
945,chance,erreichung neuer ziele,7,female,70,6
946,gefahr,glatteis,7,female,63,5
947,spaß,familie,7,female,40,3
948,geld,familie,7,female,33,2
949,aktien,wertpapiere,7,male,68,6
950,spiel,kinder,7,female,48,4
951,gefahr,angst,7,male,75,6
952,unruhe,laut,7,female,39,3
953,autofahren,gefährlich,7,female,73,6
954,fonds,geldanlage,7,female,25,1
955,versicherung,vertreter,7,male,53,4
956,gefahr,leben,7,male,43,3
957,wagnis,gefahr,7,male,52,4
958,gefahr,herausfordernd,7,male,70,6
959,gefahr,autobahn,7,female,74,6
960,gefahr,hilfe holen,7,female,40,3
961,spiel,sucht,7,male,37,2
962,geld,haus,7,male,68,6
963,gefahr,hilfe,7,female,40,3
964,leben,freunde,7,female,63,5
965,gefahr,vorbeugen,7,female,52,4
966,versicherung,kosten,7,female,59,5
967,lebensversicherung,ersparnis,7,male,55,4
968,auto,winterreifen,7,male,69,6
969,gefahr,verbrennung,7,male,54,4
970,geld,gut,7,male,52,4
971,geld,konto,7,male,26,1
972,geld,viel,7,female,37,2
973,gefährlich,straßenverkehr,7,female,68,6
974,geld,vermögen,7,female,50,4
975,gefahr,verantwortung,7,female,73,6
976,angst,ameise,7,male,49,4
977,achtung,gelbes licht,7,female,56,4
978,unfall,arbeit,7,male,53,4
979,unfall,verletzung,7,female,27,1
980,skifahren,sturz,7,female,59,5
981,geldanlage,fonds,7,female,39,3
982,gefahr,fürchten,7,female,42,3
983,gefahr,notfall,7,male,28,2
984,gefahr,bremsversagen,7,female,70,6
985,mut,grenzenfrei,7,female,47,3
986,familie,lebensgefährtin,7,male,54,4
987,spiel,entspannung,7,male,48,4
988,geld,konsum,7,male,27,1
989,gefahr,familie,7,female,69,6
990,zocken,spielen,7,male,25,1
991,spaß,lachen,7,female,29,2
992,gefahr,angst,7,female,63,5
993,gefahr,familie,7,male,36,2
994,gefahr,messer,7,female,58,5
995,gefahr,auto,7,male,24,1
996,geld,bank,7,female,49,4
997,wachstum,respekt,7,male,22,1
998,gefahr,haushalt,7,female,48,4
999,geld,zinsen,7,male,37,2
1000,unfall,gesundheit,7,female,43,3
1001,angst,verlust,7,male,37,2
1002,gesundheit,sport,7,male,47,3
1003,auto,hupe,7,female,40,3
1004,hörgerät,anpassung,7,male,74,6
1005,gefahr,angst,7,male,38,3
1006,börse,dax,7,male,29,2
1007,achterbahn,schwindel,7,female,31,2
1008,freudig,positiv,7,female,34,2
1009,geld,kinder,7,female,20,1
1010,adrenalin,kick,7,female,31,2
1011,gefahr,betroffene,7,male,51,4
1012,hund,leckerli,7,male,23,1
1013,unfall,gefahr,7,female,22,1
1014,schaden,höhe,7,female,27,1
1015,zögern,vermeiden,7,female,69,6
1016,möglichkeit,weg,7,male,29,2
1017,freude,familie,7,female,32,2
1018,mensch,mensch,7,male,33,2
1019,geldgeschäft,onlinebankig,7,female,68,6
1020,gefahr,furcht,7,female,54,4
1021,gefahr,umsicht,7,male,40,3
1022,geld,blödsinn,7,male,29,2
1023,nicht sicher,ungewiss,7,female,79,6
1024,Kernkraftwerk,endlager,7,male,56,4
1025,gefahr,schnelles fahren,7,female,47,3
1026,auto,ps,7,female,51,4
1027,leben,genießen,7,female,44,3
1028,geld,leben,7,female,26,1
1029,unabwägbar,hintergrund,7,male,71,6
1030,spannung,aufregung,7,male,34,2
1031,gefahr,grusel,7,female,36,2
1032,adrenalin,herzschlag,7,female,27,1
1033,leben,kinder,7,male,68,6
1034,große,tiere,7,male,74,6
1035,brettspiel,mensch ärgere dich nicht,7,male,26,1
1036,gefahr,überdenken,7,male,79,6
1037,erlebnisveranstaltung,canyoning,7,female,25,1
1038,abwägen,nachdenken,7,female,54,4
1039,kalkulierbar,berechnung,7,male,57,4
1040,täglich,spaß,7,male,50,4
1041,vorsicht,angst,7,female,47,3
1042,mut,risikofreude,7,female,64,5
1043,gefahr,vorsicht,7,male,39,3
1044,wetter,schnee,7,female,73,6
1045,mut,tapferkeit,7,female,23,1
1046,gefahr,flucht,7,male,27,1
1047,wahl,fälschung,7,female,74,6
1048,gefahren,gesundheit,7,male,51,4
1049,gefahr,bahnübergang,7,female,51,4
1050,kosten,angebot,7,male,40,3
1051,weihnachtsfeier,uhrzeit,7,female,57,4
1052,gefahr,glatteis,7,male,57,4
1053,gefahr,mut,7,female,57,4
1054,unfall,autounfall,7,female,68,6
1055,geld,münzen,7,male,68,6
1056,gefahr,konzentration,7,female,49,4
1057,bergsteigen,nervenkitzel,7,male,48,4
1058,gefahr,achtung,7,male,70,6
1059,gefahr,mut,7,male,75,6
1060,angst,zukunft,7,female,23,1
1061,onlineeinkauf,eigenmontage,7,female,72,6
1062,angst,finanzielle unsicherheit,7,female,43,3
1063,poker,spieler,7,male,56,4
1064,boot,baum,7,male,54,4
1065,geld,genug zum leben,7,male,73,6
1066,spiel,pc,7,male,43,3
1067,minimieren,verringern,7,female,45,3
1068,gefahr,flucht,7,female,49,4
1069,geld,zufriedenheit,7,male,47,3
1070,aktien,verlust,7,male,45,3
1071,gefahr,klimawandel,7,male,25,1
1072,gefahr,unfall,7,male,38,3
1073,angst,flucht,7,female,49,4
1074,leben,arbeiten,7,female,46,3
1075,nein,wiso nicht,7,female,29,2
1076,aufregung,wettkampf,7,female,52,4
1077,befristet,zeit,7,female,21,1
1078,formel eins autorennen,überholmanöver,7,female,70,6
1079,spiel,gewinn,7,female,21,1
1080,das spiel,der film,7,male,26,1
1081,gruppe,menschen,7,female,33,2
1082,"zwo, eins, risiko.",hiphop,7,female,31,2
1083,achtung,konzentration,7,female,56,4
1084,gefahr,abwägung,7,male,76,6
1085,gesellschaftsspiel,monopoly,7,male,47,3
1086,adrenalin,glücksgefühl,7,female,27,1
1087,freudig,schön,7,female,38,3
1088,angst,weinen,7,female,29,2
1089,gefahr,vermeiden,7,female,20,1
1090,angst,gefahr,7,female,26,1
1091,spiel,familie,7,male,19,1
1092,gefahr,bedrohung,7,female,28,2
1093,mut,extravertiert,7,female,54,4
1094,gewinn,freude,7,female,32,2
1095,angst,blockade,7,female,68,6
1096,spaß,schön,7,female,35,2
1097,gefahr,feuer,7,female,25,1
1098,angst,ungewissheit,7,female,70,6
1099,gefahr,angst,7,male,46,3
1100,mut,stolz,7,female,42,3
1101,verlust,familie,7,male,24,1
1102,lebensversicherung,nicht zeitgemäß,7,female,33,2
1103,angst,dunkelheit,7,female,29,2
1104,Wim Thoelke,zdf,7,male,38,3
1105,gefahr,abwendbar,7,female,72,6
1106,angst,verlust,7,female,21,1
1107,versicherung,wechsel,7,female,26,1
1108,geld,spiel,7,female,33,2
1109,schule,schüler,7,female,26,1
1110,bergsteigen,gletscher,7,female,44,3
1111,straßenverkehr,fahrrad,7,male,47,3
1112,gesundheit,nachlassende gedächtnisleistung,7,female,75,6
1113,angst,schmerz,7,female,52,4
1114,gefahr,dunkel,7,female,41,3
1115,versicherung,haftpflichtversicherung,7,female,42,3
1116,absicherung,rente,7,female,36,2
1117,gefahr,not,7,female,24,1
1118,finanzen,nullzins,7,male,40,3
1119,gefahr,angst,7,female,28,2
1120,geld,bunt,7,female,22,1
1121,gefahr,mut,7,female,24,1
1122,gefahr,angst,7,female,26,1
1123,gefahr,familie,7,female,45,3
1124,geldanlage,gewinnchancen,7,male,27,1
1125,gefahr,spaß,7,female,23,1
1126,tod,beerdigung,7,male,47,3
1127,gefahr,unfall,7,female,32,2
1128,gefahr,waffen,7,female,55,4
1129,gefährlich,riskant,7,female,35,2
1130,angst,krankheit,7,female,47,3
1131,gefahr,unfall,7,female,55,4
1132,gefahr,unfall,7,female,27,1
1133,geldanlage,bankauswahl,7,female,70,6
1134,angst,höhe,7,female,35,2
1135,angst,geräusche,7,female,22,1
1136,gefahr,zittern,7,female,34,2
1137,gefahr,angst,7,female,19,1
1138,geld,euro,7,male,25,1
1139,brettspiel,fantasie,7,male,25,1
1140,haus,einrichtung,7,female,24,1
1141,absturz,angst,7,female,33,2
1142,unfall,auto,7,female,35,2
1143,versicherung,kosten,7,female,37,2
1144,wagnis,experiment,7,female,70,6
1145,versicherung,sicherheit,7,female,41,3
1146,geld,sparen,7,male,39,3
1147,gefahr,unaufmerksamkeit,7,female,27,1
1148,gefahr,flucht,7,female,40,3
1149,hoch,wie,7,female,68,6
1150,geld,sparen,7,female,68,6
1151,auto,bremsen,7,male,25,1
1152,kauf,kleidung,7,male,73,6
1153,operativer Eingriff,notfälle,7,female,39,3
1154,gefahr,achtung,7,female,35,2
1155,zurücksetzen,zurückstufen,7,female,69,6
1156,sport,joggen,7,male,26,1
1157,gefährlich,riskant,7,female,38,3
1158,leben,freunde,7,female,25,1
1159,problem,grund,7,male,70,6
1160,spiel,gewinnen,7,female,25,1
1161,spaß,glück,7,male,24,1
1162,gefahr,gesundheit,7,male,27,1
1163,banken,kredite,7,female,68,6
1164,chaos,durcheinander,7,male,82,6
1165,versicherung,geld,7,female,24,1
1166,autofahren,stau,7,female,23,1
1167,gefahr,betrug,7,female,21,1
1168,mut,beherztheit,7,female,68,6
1169,löwenzahn,grün,7,female,47,3
1170,gefahr,politik,7,female,21,1
1171,abwägen,gespräch,7,female,47,3
1172,gefahr,tod,7,female,71,6
1173,schwer,meistern,7,female,19,1
1174,eigentum,wohnung,7,male,22,1
1175,geld,reich,7,male,24,1
1176,gefahr,helden,7,male,27,1
1177,aktien,verlust,7,female,68,6
1178,krankheit,grippe,7,male,24,1
1179,beruf,leben,7,male,27,1
1180,unsicherheit,was werden die anderen sagen,7,female,73,6
1181,gefahr,unverantwortlich,7,male,22,1
1182,fallschirmspringer,möllemann,7,male,21,1
1183,spaß,sport,7,male,21,1
1184,verantwortung,pflichtgefühl,7,female,70,6
1185,klausur,anstrengend,7,male,21,1
1186,hiv,pep,7,male,27,1
1187,unfall,bein,7,female,69,6
1188,lebensversicherung,altersvorsorge,7,female,71,6
1189,risikobereitschaft,risikoaffinität,7,female,26,1
1190,spiel,konsole,7,male,24,1
1191,aktienmarkt,anlagestrategie,7,male,26,1
1192,gefahr,schutz,7,male,26,1
1193,gefahr,sicherheit,7,male,24,1
1194,gefahr,verletzungen,7,male,27,1
1195,gesundheit,medikamente,7,female,27,1
1196,gefahr,autos,7,female,69,6
1197,erste hilfe,rettungswagen,7,female,24,1
1198,spaß,lachen,7,female,68,6
1199,wahl,elite,7,female,81,6
1200,gefahr,unsicherheit,7,female,69,6
1201,straßenverkehr,radfahrer,7,female,70,6
1202,gefahr,rot,7,male,20,1
1203,faktor,bestandteil,7,male,27,1
1204,tod,abschied,7,female,69,6
1205,gefahr,feuer,7,male,27,1
1,wohnortwechsel,lärm,8,female,33,2
2,angst,unwohlsein,8,male,56,4
3,einschätzbar,kriterien,8,female,27,1
4,wetterchaos,sturmtief,8,male,66,5
5,schwierigkeit,ungewohnt,8,female,59,5
6,arbeit,kündigung,8,female,26,1
7,risikomanagement,klausur,8,male,37,2
8,freude,urlaub,8,male,41,3
9,mut,angst,8,male,36,2
10,angst,krankheit,8,female,45,3
11,gefahr,panik,8,male,32,2
12,angst,verstecken,8,female,30,2
13,rauchen,gefahr,8,female,28,2
14,gefahr,unfallverhütung,8,female,53,4
15,tod,schluss,8,male,58,5
16,gesundheit,zufriedenheit,8,male,61,5
17,unfall,schaden,8,male,58,5
18,angst,zittern,8,male,65,5
19,säge,holz,8,female,80,6
20,ungewiss,ohne mich,8,male,75,6
21,mut,belohnung,8,female,59,5
22,spiel,kind,8,male,37,2
23,altersarmut,altersheim,8,male,52,4
24,schaden,schmerzen,8,female,47,3
25,gefahr,feuer,8,male,27,1
26,verlust,schmerz,8,female,48,4
27,schlecht,geschmack,8,female,63,5
28,versicherung,abschließen,8,male,36,2
29,essen,selber kochen,8,male,67,5
30,vorsicht,spannung,8,female,73,6
31,gefahr,gefahrstoffe,8,male,62,5
32,"zwo, eins, risiko.",start,8,female,31,2
33,wagnis,riskant,8,female,64,5
34,gefahr,risiko,8,male,29,2
35,verkehr,radfahren,8,male,73,6
36,zwo,telefonnummer,8,male,30,2
37,gefahren,risiken,8,male,64,5
38,gefahr,chance,8,male,46,3
39,darkwin duck,kindheit,8,male,24,1
40,brettspiel,spieleabend,8,male,28,2
41,versicherung,kosten,8,male,62,5
42,alles oder nichts,volldampf,8,male,46,3
43,spiel,entspannung,8,male,34,2
44,gefahr,weglaufen,8,female,48,4
45,gefahr,achtsam sein,8,female,64,5
46,angst,krankheit,8,female,53,4
47,bewertung,vergleich,8,male,31,2
48,leben,arbeit,8,male,30,2
49,gefahr,überlegen,8,male,40,3
50,klippe,urlaub,8,male,23,1
51,mut,ritter,8,male,33,2
52,gefahr,verletzungen,8,female,50,4
53,eingehen,eingang,8,male,22,1
54,rauchen,schaden,8,female,26,1
55,gefahr,abenteuer in sicht,8,female,71,6
56,gefahr,schutz,8,female,31,2
57,gefahr,kämpfen,8,female,55,4
58,fun,party,8,male,53,4
59,einschätzung,wahrscheinlichkeit,8,male,41,3
60,verkehr,unfall,8,female,63,5
61,selbstständigkeit,werbung,8,male,33,2
62,geld,konto,8,female,32,2
63,gefahr,ausweichen,8,female,44,3
64,rauchen,hautalterung,8,female,28,2
65,gefährlich,gefahr,8,female,27,1
66,extremsport,verrückt,8,male,31,2
67,sport,gesundheit,8,male,62,5
68,fahren,tod,8,male,20,1
69,gefahr,vernunft,8,male,57,4
70,gefahr,auseinandersetzung,8,female,68,6
71,einschätzen,formulieren,8,male,67,5
72,unsicherheit,angst,8,female,40,3
73,gefahr,erkennen,8,female,58,5
74,auto,benzin,8,female,32,2
75,geld,reich,8,male,38,3
76,bereitschaft,gern,8,female,35,2
77,bereitschaft,kompromiss,8,male,27,1
78,poker,geld,8,male,35,2
79,angst,alleine,8,male,25,1
80,bankgeschäfte,onlinebanking,8,female,71,6
81,gefahr,krankheit,8,male,58,5
82,bild,künstler,8,male,40,3
83,gefahr,bedrohung,8,male,52,4
84,unfall,herbst,8,female,43,3
85,glücksspiel,automat,8,male,22,1
86,gefahr,kämpfen,8,male,26,1
87,geld,anlage,8,male,50,4
88,gefahr,tier,8,female,35,2
89,rockstar,rot,8,male,26,1
90,entscheidungsfreudig,schneller entschluss,8,male,74,6
91,verkehr,urlaub,8,male,49,4
92,krankenhaus,einige tage,8,female,67,5
93,extremsport,marathon,8,female,67,5
94,leben,lang,8,female,50,4
95,gefahr,sonnenbrand,8,male,41,3
96,virus,husten,8,male,54,4
97,neugier,neues,8,female,54,4
98,gefahr,straßenverkehr,8,female,26,1
99,management,spaß,8,male,37,2
100,lebensversicherung,todesfall,8,female,39,3
101,armut,rente,8,male,58,5
102,gewagt,spiel,8,female,47,3
103,schule,schüler,8,male,44,3
104,gefahr,tod,8,female,60,5
105,aktien,betrug,8,female,38,3
106,segeln,darst,8,male,68,6
107,gefahr,abwehr,8,male,64,5
108,brettspiel,halma,8,male,26,1
109,mut,starke persönlichkeit,8,female,62,5
110,gefahr,alleinsein,8,female,38,3
111,risikoanalyse,wer ist betroffen,8,female,58,5
112,geld,rente,8,male,29,2
113,unsicherheit,wagnis,8,female,61,5
114,gefahr,hochwasser,8,female,60,5
115,unbehagen,mulmiges gefühl,8,male,38,3
116,spaß,freunde,8,male,44,3
117,gewinn,erfolg,8,female,32,2
118,krankheit,zähne,8,male,49,4
119,gefahr,unheil,8,female,22,1
120,hoch,himmel,8,female,44,3
121,das spiel,verlieren,8,female,26,1
122,groß,winzig,8,female,76,6
123,putin,gefährlich,8,female,45,3
124,wagnis,beziehung,8,male,41,3
125,angst,lebensgefährlich,8,male,58,5
126,gefahr,flüsse,8,male,68,6
127,gefahr,verkehr,8,female,68,6
128,gefahr,angst,8,male,38,3
129,spannung,geschenk,8,male,45,3
130,bungee-jumping,gummiband,8,female,37,2
131,trump,populismus,8,female,54,4
132,gefahr,dunkelheit,8,male,59,5
133,geld,münze,8,male,26,1
