response,response_correct,response_frequency,spelling_check,acronym_check,acronym_candidate
Equity,,1,,,
Equivocate,,1,,,
Error,,2,,,
ersatz,,1,,,
Erudite,,23,,,
Erudition,,31,,,
escape,,5,,,
Esoteric,,1,,,
ESP,,4,,likely an acronym,Electronic Stability Program
Espionage,,14,,,
Espionage Act,,1,,,
Essay,,1,,,
Essays,,5,,,
essence,,5,,,
Eternal,,1,,,
ethical,,1,,,
Ethics,,17,,,
ETL,,1,likely misspelled,likely an acronym,
Etymology,,1,,,
Eureka,,1,,,
Europe,,1,,,
evaluate,,2,,,
Evaluation,,67,,,
Events,,2,,,
Evidence,,55,,,
Evident,,1,,,
Evocative,,1,,,
Evolution,,37,,,
Evolution of Cognition,,1,,,
Evolutionary,,3,,,
Evolve,,1,,,
Evolved,,2,,,
Evolving,,1,,,
Ex Machina,,3,likely misspelled,,
exacting,,1,,,
exactness,,3,,,
Exam,,1,,,
Examination,,14,,,
Examinations,,1,,,
examine,,1,,,
Exams,,15,,,
Excel,,2,,,
Excellence,,24,,,
Exceptional,,26,,,
Exceptionality,,1,likely misspelled,,
Excitability,,2,,,
excitatory,,3,likely misspelled,,
excited,,2,,,
Excitement,,1,,,
exclusive,,1,,,
Exclusive Rights,,1,,,
Execution,,15,,,
Executive,,4,,,
Executive function,,3,,,
Executive Functions,,8,,,
exemplary,,1,,,
Exercise,,2,,,
Existence,,11,,,
Existential,,2,,,
Existentialism,,2,,,
Expansion,,5,,,
Expectation,,1,,,
Experience,,110,,,
Experienced,,15,,,
experiences,,3,,,
Experiment,,30,,,
Experimental,,4,,,
Experimentation,,41,,,
experiments,,1,,,
Expert,,76,,,
Expert System,,1,,,
Expert Systems,,1,,,
expert witness,,1,,,
Expertise,,199,,,
expertize,,1,likely misspelled,,
expertness,,2,,,
Explanation,,21,,,
explicit,,1,,,
Exploration,,43,,,
Explore,,1,,,
Exponentials,,1,likely misspelled,,
Exponents,,1,,,
Exposure,,2,,,
Express,,1,,,
Expression,,10,,,
expressionism,,1,,,
Exquisite,,1,,,
Extensibility,,1,likely misspelled,,
extent,,1,,,
Extinction,,1,,,
extinctions,,1,,,
Extra-sensory,,1,,,
Extraordinary,,6,,,
extrasensory,,1,,,
Eye contact,,1,,,
eyesight,,1,,,
Eysenck,,1,,,
Fabric,,1,,,
Fabricated,,2,,,
Facebook,,1,,,
Faces,,1,,,
Facial Recognition,,3,,,
Facile,,1,,,
Facilitation,,2,,,
facility,,5,,,
fact,,1,,,
Fact Retention,,1,,,
Factor Analysis,,1,,,
factory,,1,,,
Facts,,26,,,
Factual,,2,,,
Faculties,,1,,,
Faculty,,12,,,
Faded,,2,,,
Fading,,2,,,
Fahrenheit,,1,,,
failure,,2,,,
Fairness,,2,,,
Falcon Heavy,,1,,,
Fallacy,,1,,,
False,,2,,,
Fame,,1,,,
Familiarity,,16,,,
Family,,1,,,
Fantasy,,15,,,
far-reaching,,1,,,
Fascination,,4,,,
Fashion,,1,,,
fast,,5,,potentially an acronym,"Face, Arm, Speech, Time"
Fast learner,,2,,,
fast-talking,,1,,,
Fathom,,1,,,
fathomless,,1,,,
fatigue,,1,,,
FBI,,1,,likely an acronym,Federal Bureau of Investigation
Fear,,1,,,
Features,,1,,,
Feedback,,7,,,
feeling,,9,,,
Feelings,,4,,,
Fellowship,,5,,,
feminine,,1,,,
feminist,,1,,,
Feynman,,6,,,
fiber,,1,,,
Fibers,,1,,,
Fiction,,3,,,
FIDE,,2,likely misspelled,likely an acronym,
Field Agent,,1,,,
Field agents,,1,,,
Field Theory,,1,,,
Fieldcraft,,1,likely misspelled,,
Fieldwork,,9,,,
figure out,,1,,,
figures,,1,,,
file,,1,,,
Filled,,1,,,
filter,,3,,,
Finance,,6,,,
Financial,,13,,,
Financial Aid,,2,,,
Financial literacy,,2,,,
Financial Planning,,1,,,
Financially-savory,,1,,,
findings,,5,,,
fine,,1,,,
Fine-tuned,,1,,,
Fine-tuning,,1,,,
finesse,,37,,,
Fingerprint,,1,,,
finite,,1,,,
fire,,1,,,
Firewall,,2,,,
Firing,,2,,,
first-rate,,1,,,
Fiscal,,2,,,
Fischer,,1,,,
Fitness,,16,,,
Flair,,24,,,
Flash,,2,,,
flash of insight,,1,,,
Flashback,,2,,,
Flashbacks,,4,,,
flashing,,1,,,
Flavor,,2,,,
fleeting,,1,,,
Flex,,1,,,
Flexibility,,19,,,
Flexible,,3,,,
Flexuous,,1,likely misspelled,,
Flow,,2,,,
Flowchart,,1,,,
Flowers,,1,,,
fluency,,13,,,
fluent,,1,,,
fluid,,13,,,
Fluid Intelligence,,5,,,
Fluidity,,9,,,
fluorescence,,1,,,
fluorescent,,1,,,
Flynn Effect,,7,,,
fMRI,,4,,,
Focus,,58,,,
Focus-groups,,1,,,
Focused,,3,,,
food,,1,,,
Football,,1,,,
foraging,,1,,,
force,,1,,,
Forecast,,3,,,
Forecasting,,5,,,
Foreign intelligence,,1,,,
Forensics,,1,,,
foresee,,1,,,
Foresight,,81,,,
foresighted,,2,,,
Forests,,1,,,
Forethought,,7,,,
Forget,,3,,,
Forgetfulness,,4,,,
Forgetting,,4,,,
Forgetting Curve,,1,,,
form,,1,,,
Formal,,10,,,
Formalism,,3,,,
Formality,,1,,,
formative,,1,,,
formless,,1,,,
Formula,,3,,,
Formulas,,3,,,
Formulation,,1,,,
forte,,1,,,
fortitude,,5,,,
forward-thinking,,1,,,
Fossils,,2,,,
Foucault,,2,,,
Fox,,1,,,
Foxy,,1,,,
fractals,,1,,,
Fractions,,2,,,
frame,,1,,,
frames,,1,,,
Framework,,20,,,
France,,3,,,
Fraud detection,,1,,,
Frederick the Great,,1,,,
Free will,,2,,,
Freedom,,12,,,
frequency,,1,,,
Freud,,3,,,
Frontal lobe,,4,,,
Frontier,,1,,,
frugal,,2,,,
Frugality,,1,,,
FSB,,1,likely misspelled,likely an acronym,Federal'naya Sluzhba Bezopasnosti Rossiyskoi Federatsii
Fuel-tank,,1,,,
Fullness,,2,,,
Fun,,2,,,
Function,,14,,,
Functional imaging,,1,,,
Functional MRI,,1,,,
Functionality,,2,,,
functioning,,1,,,
Functions,,3,,,
Fundamental,,1,,,
Funding,,4,,,
funniness,,1,,,
Funny,,5,,,
Fusion,,1,,,
Future,,15,,,
Futurism,,1,,,
futurist,,1,,,
Futuristic,,8,,,
g factor,,2,,,
g-factor,,16,,,
GABA,,1,likely misspelled,likely an acronym,Gamma-AminoButyric Acid
Gadgets,,4,,,
Galapagos,,1,,,
Galileo,,3,,,
Gambit,,4,,,
Game,,6,,,
Game Theory,,5,,,
Games,,7,,,
gaming,,3,,,
GANs,,1,likely misspelled,,
gauge,,1,,,
Gauging,,1,,,
Gene expression,,1,,,
General,,1,,,
General Intelligence,,2,,,
generalization,,3,,,
genes,,1,,,
Genetics,,6,,,
Genious,,1,likely misspelled,,
Genius,,279,,,
genius quotient,,1,,,
Genome,,2,,,
genomics,,6,,,
Genre,,1,,,
Genteel,,1,,,
gentility,,1,,,
Gentle,,1,,,
Geography,,2,,,
Geometry,,1,,,
Geopolitical,,1,,,
German,,1,,,
Gestalt,,1,,,
Gesture,,1,,,
gift,,5,,,
Gifted,,45,,,
gifted children,,1,,,
gifted education,,2,,,
gifted program,,1,,,
gifted students,,1,,,
giftedness,,11,likely misspelled,,
glare,,3,,,
glass,,7,,,
gleam,,3,,,
gleaming,,5,,,
Glia,,6,likely misspelled,,
Glial cells,,4,likely misspelled,,
Glimmer,,1,,,
Glimpse,,1,,,
glossy,,1,,,
glow,,1,,,
glowing,,4,,,
glutamate,,1,likely misspelled,,
Go,,1,,,
Goal,,3,,,
Goals,,8,,,
Google,,4,,,
Gossip,,1,,,
gourmet,,1,,,
Governance,,2,,,
Gown,,1,,,
GPA,,3,,likely an acronym,Grade Point Average
GPT,,1,likely misspelled,likely an acronym,GEC-Plessey Telecommunications
Grades,,9,,,
Gradient Boosting,,2,,,
grading,,3,,,
Graduate,,1,,,
Graduation,,12,,,
Grammar,,4,,,
grandmaster,,3,likely misspelled,,
Grant,,7,,,
Grants,,2,,,
Graph Theory,,2,,,
Graphics,,1,,,
Graphs,,6,,,
Grasp,,38,,,
Grasping,,1,,,
Grass,,1,,,
Gratitude,,1,,,
gravitas,,1,,,
gravitation,,1,,,
Gravity,,4,,,
Gravity waves,,1,,,
Gray Matter,,3,,,
GRE,,3,likely misspelled,likely an acronym,Graduate Record Examination
Green,,3,,,
Grey,,1,,,
Grey matter,,4,,,
grief,,1,,,
grip strength,,1,,,
Grit,,6,,,
Groucho Marx,,1,likely misspelled,,
Grounded,,3,,,
Grounds,,1,,,
Group Therapy,,1,,,
Groupwork,,1,likely misspelled,,
Growth,,55,,,
GRU,,1,likely misspelled,likely an acronym,Glavnoje Razvedyvatel'noje Upravlenije/Главное Разведывательное Управление
Guess,,2,,,
guesswork,,5,,,
Guidance,,11,,,
guidelines,,1,,,
Guidepost,,1,,,
guile,,1,,,
Guileful,,1,,,
Gumption,,1,,,
guru,,19,,,
gurus,,4,,,
gustatory,,1,,,
gut,,1,,potentially an acronym,Grand Unification Theory
Gut feeling,,6,,,
gut reaction,,1,,,
gut-reaction,,1,,,
gymnastics,,1,,,
gyrus,,1,likely misspelled,,
habit,,1,,,
Habits,,2,,,
Hackathon,,2,likely misspelled,,
Hacking,,1,,,
Hadoop,,1,,,
Hair,,2,,,
HAL 9000,,1,,,
Hallucination,,1,,,
hallucinations,,1,,,
handiness,,1,,,
Hands-on,,4,,,
Handy,,5,,,
hard drive,,1,,,
Hardcover,,3,,,
hardiness,,1,,,
Hardware,,8,,,
Harmony,,7,,,
harsh,,1,,,
hawk,,1,,potentially an acronym,Homing All the Way Killer
Hawking,,20,,,
hazard,,1,,,
Headache,,3,,,
headspace,,1,likely misspelled,,
Healing,,4,,,
health,,20,,,
Healthcare,,5,,,
healthcare diagnosis,,1,,,
Hearing,,4,,,
Heart,,2,,,
Heedful,,1,,,
Hegel,,3,,,
Heidegger,,2,,,
Helper,,1,,,
Hemisphere,,1,,,
Hemispheres,,3,,,
Her,,1,,,
herbal,,1,,,
Hereditary,,1,,,
heredity,,1,,,
heritability,,5,likely misspelled,,
Heuristic,,8,,,
Heuristics,,15,,,
Hierarchy,,1,,,
Higgs Boson,,1,likely misspelled,,
High IQ,,1,,,
High-ability,,1,,,
high-achiever,,2,,,
high-beam,,1,,,
High-IQ,,2,,,
High-IQ Societies,,1,,,
high-key,,1,,,
high-resolution,,1,,,
High-stakes,,1,,,
High-tech,,2,,,
highbrow,,1,,,
higher education,,1,,,
higher intelligence,,1,,,
Highlighter,,1,,,
Hindsight,,2,,,
Hip,,1,,,
Hippocampus,,10,,,
Historian,,2,,,
Historical movement,,1,,,
History,,36,,,
hobby,,1,,,
hold,,1,,,
hold on,,1,,,
Holding,,2,,,
Holograms,,1,,,
Homeland,,1,,,
Homework,,18,,,
honed,,2,,,
Honesty,,1,,,
Honors,,4,,,
Horizon,,1,,,
Hormones,,2,,,
hospital,,1,,,
Human,,1,,,
Human impact,,1,,,
Human-like,,1,,,
Humanism,,4,,,
Humanities,,4,,,
humanity,,3,,,
Hume,,6,,,
humility,,4,,,
HUMINT,,3,likely misspelled,likely an acronym,Human Intelligence
Humor,,2,,,
Humorous,,2,,,
hunch,,5,,,
Hunger,,1,,,
hunting,,1,,,
Huntington's,,1,,,
Hurdles,,1,,,
hush-hush,,1,,,
hustle,,2,,,
Hustler,,2,,,
Hypatia,,1,likely misspelled,,
Hyperparameters,,1,,,
Hypothesis,,51,,,
Hypothetical,,1,,,
Icon,,2,,,
idea,,13,,potentially an acronym,"Improvement and Development Agency, the former name of Local Government Improvement and Development in the United Kingdom"
ideal,,1,,,
idealism,,2,,,
Ideas,,37,,,
Ideation,,10,likely misspelled,,
Identity,,9,,,
Ideology,,1,,,
Idiom,,1,,,
idiosyncratic,,1,,,
Idiot savant,,3,,,
If-then,,1,,,
illness,,13,,,
Illuminate,,1,,,
illuminated,,2,,,
Illumination,,7,,,
Illusion,,10,,,
image,,3,,,
Image Analysis,,1,,,
Image Processing,,2,,,
Imagery,,3,,,
Imagination,,59,,,
Imaginative,,5,,,
imagine,,3,,,
Imagining,,1,,,
Imbalance,,2,,,
Imitation,,2,,,
Immaterial,,2,,,
Immediacy,,1,,,
Immediate,,4,,,
immersion,,1,,,
Impact,,3,,,
Impartial,,1,,,
Impartiality,,2,,,
Implementation,,10,,,
Implication,,4,,,
implicit,,1,,,
Impression,,11,,,
impressions,,1,,,
Impressive,,1,,,
imprint,,1,,,
Impromptu,,5,,,
Improvement,,28,,,
Improvisation,,11,,,
Impulse,,12,,,
Impulses,,4,,,
In-Depth,,1,,,
In-the-know,,2,,,
incandescent,,2,,,
incense,,1,,,
Incentive,,1,,,
incisive,,5,,,
incisiveness,,2,,,
inclination,,7,,,
Inclusivity,,2,likely misspelled,,
income tax,,1,,,
Incubator,,1,,,
Independence,,1,,,
Independent,,1,,,
Individuality,,2,,,
induction,,9,,,
Inductive,,2,,,
Industrial,,2,,,
Industry,,1,,,
Inexplicable,,2,,,
Infer,,2,,,
Inference,,57,,,
Inferences,,1,,,
inferential,,1,,,
Inferring,,1,,,
Infiltration,,1,,,
infinite,,2,,,
Infinity,,3,,,
Influence,,7,,,
Influential,,1,,,
Informal,,1,,,
Informants,,5,,,
Informatics,,2,,,
Information,,74,,,
Information gathering,,1,,,
Information Processing,,5,,,
information technology,,1,,,
Information-gathering,,1,,,
Informed,,31,,,
informed debate,,1,,,
Infrastructure,,4,,,
Ingenious,,24,,,
Ingenuity,,73,,,
Ingestion,,2,,,
inherent,,5,,,
inheritance,,2,,,
Inherited Characteristics,,1,,,
Inhibition,,1,,,
inhibitory,,3,,,
Initiative,,14,,,
Ink,,1,,,
inklings,,3,,,
Innate,,13,,,
Inner,,1,,,
Inner guidance,,2,,,
Inner guide,,1,,,
Inner knowing,,1,,,
Inner voice,,5,,,
inner wisdom,,3,,,
innovate,,3,,,
Innovation,,251,,,
Innovative,,33,,,
Innovativeness,,1,likely misspelled,,
Innovator,,6,,,
Innuendo,,1,,,
Input,,2,,,
Inquiry,,53,,,
inquiry-based learning,,1,,,
Inquisitive,,17,,,
Inquisitiveness,,7,,,
Insider,,1,,,
Insight,,345,,,
Insightful,,37,,,
Insightfulness,,1,likely misspelled,,
Insights,,10,,,
Inspecting,,1,,,
Inspection,,1,,,
Inspiration,,24,,,
Inspired,,1,,,
Instability,,2,,,
instinct,,8,,,
Instinctive,,1,,,
instincts,,1,,,
Instinctual,,4,,,
instructed,,1,,,
Instruction,,20,,,
Instrumental,,1,,,
Intangible,,9,,,
Integers,,1,,,
integrated circuit,,1,,,
Integration,,11,,,
Integrity,,1,,,
Intel,,2,,,
intellect,,181,,,
Intellection,,1,likely misspelled,,
Intellectual,,117,,,
Intellectual capacity,,1,,,
Intellectual disability,,1,,,
Intellectual integrity,,1,,,
Intellectual Property,,3,,,
intellectual-property,,1,,,
intellectualism,,3,,,
intellectuality,,8,likely misspelled,,
Intellectually,,1,,,
Intellectuals,,1,,,
Intelligence,,329,,,
Intelligence agencies,,6,,,
Intelligence Agency,,23,,,
Intelligence analysis,,2,,,
Intelligence Assessment,,1,,,
Intelligence Augmentation,,1,,,
Intelligence classifications,,1,,,
Intelligence collection,,1,,,
Intelligence Community,,2,,,
Intelligence gathering,,7,,,
Intelligence hierarchy,,1,,,
intelligence measurement,,1,,,
Intelligence Officer,,1,,,
Intelligence Operations,,2,,,
Intelligence Quotient,,79,,,
Intelligence Report,,1,,,
intelligence reports,,1,,,
Intelligence scale,,1,,,
Intelligence Test,,9,,,
Intelligence testing,,5,,,
Intelligence tests,,23,,,
Intelligence Work,,1,,,
Intelligent,,24,,,
Intelligent Agent,,1,,,
Intelligent Cause,,1,,,
Intelligent Design,,5,,,
intelligent life,,2,,,
Intelligent Quotient,,1,,,
Intelligibility,,2,,,
intense,,4,,,
Intensity,,5,,,
Intensive,,1,,,
Intent,,1,,,
Intention,,3,,,
Intentionality,,3,likely misspelled,,
Interaction,,3,,,
Interactive,,3,,,
Interception,,1,,,
interconnectedness,,1,likely misspelled,,
Interdisciplinary,,1,,,
Interest,,14,,,
Interface,,1,,,
Interference,,3,,,
interlocking,,1,,,
International,,1,,,
Internet,,9,,,
Internet of Things,,1,,,
Internship,,1,,,
Interpersonal,,3,,,
Interpret,,7,,,
Interpretation,,108,,,
Interpretive,,2,,,
Interrogation,,3,,,
Intervention,,1,,,
interview,,3,,,
Interviews,,1,,,
Intimacy,,4,,,
Intonation,,1,,,
intricacy,,1,,,
intrigue,,4,,,
Introspection,,30,,,
Introspective,,3,,,
introspective analysis,,1,,,
Intuit,,1,,,
Intuition,,178,,,
Intuitive,,36,,,
Intuitive leap,,1,,,
Intuitiveness,,7,,,
Invention,,61,,,
Inventive,,15,,,
Inventiveness,,6,,,
inventor,,8,,,
Invested,,1,,,
investigate,,1,,,
Investigation,,37,,,
Investigations,,1,,,
Investigative,,1,,,
Investment,,10,,,
Investments,,2,,,
investor,,1,,,
Invisible,,4,,,
Ion Channels,,4,,,
IoT,,4,likely misspelled,,
IQ,,136,,likely an acronym,Intelligence Quotient
IQ range,,1,,,
IQ Scale,,2,,,
IQ Score,,2,,,
IQ scores,,1,,,
IQ test,,7,,,
IQ tests,,1,,,
Irrational,,1,,,
ISI,,3,likely misspelled,likely an acronym,"Indian Standards Institute, former name of the Bureau of Indian Standards"
Issue,,1,,,
Issues,,1,,,
IT proficiency,,1,,,
Item Response Theory,,1,,,
iterative,,1,,,
Ivory Tower,,1,,,
jab,,1,,,
Jiffy,,1,,,
Jigsaw,,1,,,
Job Displacement,,4,,,
Job Placement,,1,,,
Jobs,,7,,,
jokes,,1,,,
Joseph II,,1,,,
Journal,,8,,,
Journals,,1,,,
Journey,,1,,,
Joy,,1,,,
judge,,1,,,
Judgement,,27,likely misspelled,,
Judging,,1,,,
Judgment,,76,,,
judicious,,13,,,
Judiciousness,,2,,,
juggling,,1,,,
Just,,1,,,
Justice,,1,,,
Justification,,4,,,
Kant,,5,,,
Karpov,,1,likely misspelled,,
Kasparov,,1,,,
Keen,,37,,,
keen-sighted,,1,,,
Keenness,,15,,,
keep,,1,,,
Keepsakes,,1,,,
Keras,,2,likely misspelled,,
kernels,,1,,,
Keyboard,,1,,,
Keys,,1,,,
KGB,,4,,likely an acronym,Komitet Gosudarstvennoy Bezopasnosti
Kind,,1,,,
Kinematics,,1,,,
King,,2,,,
knack,,7,,,
knife,,7,,,
knight,,1,,,
know-how,,18,,,
knowing,,3,,,
Knowledge,,351,,,
knowledge processing,,1,,,
Knowledge Representation,,1,,,
Knowledge Transfer,,1,,,
Knowledgeable,,22,,,
KPIs,,2,likely misspelled,,
Lab,,2,,,
Laboratories,,1,,,
Laboratory,,6,,,
Labyrinth,,1,,,
Language,,33,,,
Language change,,1,,,
Language Decay,,1,,,
Language Documentation,,2,,,
Language Families,,2,,,
Language Family,,1,,,
Language learning,,1,,,
Language pathology,,1,,,
Language Teaching,,2,,,
Language Universals,,1,,,
Languages,,1,,,
lapse,,1,,,
Laptop,,1,,,
Laptops,,1,,,
laser,,2,,,
Lasker,,1,likely misspelled,,
lasting,,1,,,
Late-night,,1,,,
law,,1,,,
laws,,4,,,
layers,,2,,,
layout,,2,,,
leader,,1,,,
Leadership,,12,,,
Leading-edge,,1,,,
Leap,,2,,,
Leaping,,1,,,
learn,,3,,,
learned,,23,,,
Learning,,325,,,
Learning by doing,,1,,,
Learning Capacity,,2,,,
Learning Curve,,1,,,
Learning Environment,,1,,,
Learning rate,,1,,,
Learning styles,,3,,,
Lecture,,8,,,
Lecture hall,,1,,,
lecturer,,4,,,
Lectures,,22,,,
Legacy,,2,,,
Legend,,1,,,
Leisure,,2,,,
lens,,1,,,
Lessons,,4,,,
Leverage,,2,,,
Liberation,,2,,,
Liberty,,2,,,
Libraries,,3,,,
Library,,29,,,
Lickety-split,,1,likely misspelled,,
Life,,7,,,
Life events,,1,,,
life lessons,,2,,,
Life-events,,1,,,
Lifelong,,6,,,
Light,,9,,,
light bulb,,2,,,
light-bulb,,1,,,
lightbulb,,2,likely misspelled,,
lighted,,1,,,
lightness,,1,,,
lightning,,1,,,
Limbic System,,2,likely misspelled,,
limit,,3,,,
Limitations,,1,,,
Linear,,7,,,
Linear algebra,,1,,,
Linguistic,,4,,,
Linguistics,,13,,,
Listen,,2,,,
listening,,11,,,
Literacy,,22,,,
literate,,7,,,
literature,,19,,,
Literature review,,2,,,
lively,,5,,,
Load,,3,,,
Loans,,1,,,
Lobe,,2,,,
Lobes,,3,,,
lock,,1,,,
Locke,,2,,,
Logarithms,,1,,,
Logic,,212,,,
Logic gates,,4,,,
Logic-Gate,,1,,,
Logical,,39,,,
Logical reasoning,,1,,,
logical-mathematical,,1,,,
Logistics,,1,,,
Long-term,,12,,,
Look,,1,,,
Loss,,3,,,
Loss Function,,2,,,
Love,,1,,,
LTP,,2,likely misspelled,likely an acronym,Long-Term Potentiation
Lucid,,5,,,
Lucidity,,6,,,
luminary,,1,,,
luminescence,,5,,,
luminosity,,1,,,
luminous,,3,,,
lunar,,1,,,
Luster,,2,,,
lustrous,,2,,,
Luxury,,1,,,
MacGyver,,2,likely misspelled,,
Machine,,6,,,
Machine Learning,,33,,,
Machine Perception,,1,,,
Machinery,,3,,,
Machines,,1,,,
Macroevolution,,1,likely misspelled,,
maestro,,9,,,
magnetic,,1,,,
magnitude,,3,,,
Major,,1,,,
Malleability,,2,,,
Malleable,,1,,,
Malware,,1,,,
Man-made,,1,,,
Management,,8,,,
Maneuver,,3,,,
Maneuvering,,4,,,
Manners,,1,,,
Manual dexterity,,1,,,
Manufactured,,1,,,
Manufacturer,,1,,,
Manufacturing,,1,,,
manuscript,,1,,,
Map,,8,,,
Mapping,,4,,,
Maps,,2,,,
Marie Curie,,1,,,
Market,,6,,,
Market Analysis,,1,,,
Market Disruption,,1,,,
Market-savvy,,2,,,
Marketing,,6,,,
Markets,,2,,,
Mars Rover,,3,,,
Marvel,,1,,,
marvelous,,1,,,
Mass,,1,,,
master,,2,,,
Masterful,,1,,,
mastermind,,10,,,
Masters,,1,,,
Mastery,,190,,,
match,,1,,,
Mate,,2,,,
Materials,,1,,,
Math,,7,,,
Mathematical,,5,,,
mathematician,,3,,,
Mathematics,,50,,,
Matrices,,2,,,
Matrix,,2,,,
Matter,,2,,,
Mature,,3,,,
maturity,,10,,,
maven,,1,,,
Maximization,,1,,,
maximum,,1,,,
maze,,1,,,
Meaning,,11,,,
meaningful,,1,,,
measure,,1,,,
Measured,,1,,,
Measurement,,58,,,
Measurements,,1,,,
Measuring,,1,,,
Meat,,2,,,
mechanics,,2,,,
Media,,3,,,
Medical Devices,,1,,,
Medicine,,8,,,
meditating,,1,,,
Meditation,,34,,,
Meditations,,1,,,
meditative,,1,,,
meditator,,1,likely misspelled,,
Medium,,1,,,
Melody,,2,,,
Memoir,,2,,,
Memories,,6,,,
Memorization,,5,,,
Memory,,161,,,
Memory Bank,,1,,,
Memory games,,1,,,
memory loss,,1,,,
Memory palace,,1,,,
Memory Recall,,1,,,
Mendeleev,,1,,,
Mensa,,22,,,
Mental,,137,,,
mental ability,,2,,,
Mental acuity,,8,,,
mental age,,4,,,
Mental agility,,29,,,
Mental Calculator,,1,,,
mental capacity,,8,,,
Mental faculties,,3,,,
Mental fitness,,2,,,
mental framework,,1,,,
Mental grasp,,2,,,
Mental Health,,21,,,
Mental illness,,1,,,
mental image,,4,,,
Mental Imagery,,2,,,
Mental math,,1,,,
Mental models,,5,,,
Mental Picture,,2,,,
mental process,,1,,,
Mental Processes,,4,,,
Mental prowess,,2,,,
Mental representation,,1,,,
Mental sharpness,,1,,,
Mental Stamina,,2,,,
Mental States,,1,,,
mental-agility,,1,,,
Mental-Fitness,,1,,,
Mental-model,,1,,,
Mentality,,13,,,
Mentat,,1,likely misspelled,,
mentor,,19,,,
Mentoring,,5,,,
Mentors,,6,,,
Mentorship,,9,likely misspelled,,
Mercury,,1,,,
Merging,,1,,,
Merit,,1,,,
Merit-based,,1,,,
Meta,,1,,,
Metacognition,,6,likely misspelled,,
metal,,1,,,
Metallic,,1,,,
Metamorphosis,,1,,,
Metaphor,,2,,,
Metaphysical,,1,,,
metaphysics,,5,,,
Meteoric,,1,,,
meter,,1,,,
Method,,14,,,
Methodical,,20,,,
Methodology,,33,,,
Methods,,2,,,
Meticulous,,2,,,
meticulousness,,1,,,
Metrics,,11,,,
Metropolitan,,2,,,
MI5,,1,,likely an acronym,
MI6,,4,,likely an acronym,
microevolution,,1,likely misspelled,,
Microscope,,3,,,
middlegame,,1,likely misspelled,,
miles,,1,,potentially an acronym,Multiple Integrated Laser Engagement System
Milestone,,1,,,
Mileva,,1,likely misspelled,,
Military,,10,,,
Mind,,142,,,
Mindful,,9,,,
Mindfulness,,67,,,
Minds,,1,,,
Mindset,,6,,,
Minimal pairs,,1,,,
Mining,,8,,,
Mirror,,2,,,
mirror image,,1,,,
Mirror-image,,1,,,
Mischief,,1,,,
misperception,,1,likely misspelled,,
Mission,,1,,,
Missions,,2,,,
Mitigation,,2,,,
mnemonic,,3,,,
Mnemonics,,6,,,
Mobile,,2,,,
Mobility,,1,,,
Model,,3,,,
Model Y,,1,,,
Modeling,,7,,,
Modelling,,1,likely misspelled,,
Models,,1,,,
Modern,,5,,,
modernism,,3,,,
Modernization,,2,,,
Modifiable,,1,,,
Modification,,1,,,
Modify,,1,,,
modulation,,1,,,
Moisture,,1,,,
Moldability,,1,likely misspelled,,
Molecules,,1,,,
momentary,,1,,,
Moments,,2,,,
monastery,,1,,,
Money-wise,,1,,,
Monitor,,1,,,
Monitoring,,3,,,
monumental,,1,,,
MOOCs,,1,likely misspelled,,
Moon,,2,,,
Morality,,8,,,
Morpheme,,1,,,
Morphemes,,1,,,
Morphing,,1,,,
Morphology,,2,,,
Mossad,,3,likely misspelled,,
mother,,1,,,
Motion,,1,,,
motivated,,2,,,
Motivation,,8,,,
Motive,,2,,,
Motor,,1,,,
motor skills,,2,,,
Mouse,,1,,,
move,,1,,,
Mozart,,12,,,
MRI,,7,,likely an acronym,Magnetic resonance imaging
multifaceted,,2,,,
Multimedia,,2,,,
multiplayer,,1,,,
Multiple sclerosis,,1,,,
Multiplication,,1,,,
Multitalented,,1,likely misspelled,,
Multitasking,,4,,,
Multiverse,,1,,,
Murky,,1,,,
muse,,1,,,
Music,,20,,,
musical,,1,,,
Musician,,1,,,
Musicianship,,2,,,
musing,,1,,,
Mutation,,1,,,
Myelin,,4,likely misspelled,,
Mysteries,,1,,,
mysterious,,1,,,
Mystery,,16,,,
Mysticism,,1,,,
Nakamura,,1,likely misspelled,,
Names,,3,,,
Nanotech,,1,likely misspelled,,
Nanotechnology,,7,,,
Narrative,,6,,,
Narrow AI,,1,,,
NASA,,2,,likely an acronym,National Aeronautics and Space Administration
Natural,,15,,,
natural history,,1,,,
Natural Language Processing,,4,,,
Natural Selection,,3,,,
Naturalist,,1,,,
nature,,7,,,
nature versus nurture,,1,,,
Nature vs. Nurture,,2,,,
Navigation,,2,,,
Necessity,,2,,,
Need-based,,1,,,
needle,,2,,,
Negotiation,,15,,,
Neil Armstrong,,1,,,
neon,,3,,,
Nerd,,1,,,
Nerve,,2,,,
Nerve Cells,,2,,,
Nerves,,4,,,
Nervous System,,6,,,
Network,,5,,,
Networking,,7,,,
Networks,,4,,,
Neural,,25,,,
Neural Circuit,,1,,,
Neural circuits,,3,,,
Neural Coding,,2,,,
Neural Network,,5,,,
neural networks,,23,,,
Neural pathway,,1,,,
Neural Pathways,,2,,,
Neural plasticity,,1,,,
Neuralgia,,1,,,
Neuroanatomy,,5,likely misspelled,,
Neurobiology,,5,likely misspelled,,
Neurochemistry,,6,likely misspelled,,
